id,category,question,expected_answer,generated_answer,term_recall,matched_terms,unsupported_facts,accuracy,completeness,hallucination_free,source_reference
dormitory_03,dormitory,На какую почту отправлять заявку на место в общежитии?,Заявки на место в общежитии необходимо отправлять на почту dormcom@hse.ru.,"Студенты НИУ ВШЭ – иностранные граждане имеют право подать заявление в Центр поддержки иностранных студентов с приложением документов, подтверждающих потребность в студенческом общежитии, и их заверенный перевод (при необходимости). При этом на таких граждан не распространяется требование к перечню документов, указанных в пункте 3.2 Регламента. Заявки необходимо отправлять на почту dormcom@hse.ru. Фрагмент 2
Источник: Подача заявки на получение места в общежитии (кроме поступивших на бесплатные места) – Абитуриентам бакалавриата – Национальный исследовательский университет «Высшая школа экономики»",1.0,"['dormcom', 'hse']",[],1,1.0,1,1
documents_01,documents,Какими способами можно подать документы в приемную кампанию 2026 года?,"Очно и почтой документы подать можно, а дистанционно заявление можно подать через суперсервис ""Поступление в вуз онлайн"" на Госуслугах.","ключевых датах следует помнить. Отвечаем на эти вопросы и делимся основными новшествами 2026 года. Первым существенным нововведением этой приемной кампании стало изменение доступных способов подачи документов. Возможность прийти очно по адресу Приемной комиссии или отправить документы с помощью операторов почтовой связи остается. Однако подать заявление дистанционно можно будет только одним способом — через суперсервис «Поступление в вуз онлайн» портала «Госуслуги». Зачисление на платные места в этом году будет проходить в соответствии с высшим проходным приоритетом на одну образовательную программу. Абитуриенту потребуется внести установленную предоплату — единый обеспечительный платеж, кот
Источник: Опубликованы правила приема на 2026 год — Национальный исследовательский университет «Высшая школа экономики»",1.0,"['очно', 'почтовой связи', 'госуслуги']",[],1,1.0,1,1
documents_02,documents,Какой уровень образования нужен для поступления на бакалавриат или специалитет?,"Нужно иметь среднее общее образование, среднее профессиональное образование с квалификацией или высшее образование с квалификацией.","образования - магистратуры, специальностей высшего образования - специалитета, перечни которых утверждены приказом Министерства образования и науки Российской Федерации от 12 сентября 2013 г. N 1061, направлениям подготовки высшего профессионального образования, подтверждаемого присвоением лицам квалификаций (степеней) ""бакалавр"" и ""магистр"", перечни которых утверждены приказом Министерства образования и науки Российской Федерации от 17 сентября 2009 г. N 337, направлениям подготовки (специальностей) высшего профессионального образования, подтверждаемого присвоением лицу квалификации (степени) ""специалист"", перечень которых утвержден постановлением... - Приказ Минобрнауки России от 27.11.202
Источник: Правила_приема_бак_2026_принятые_изменения_v12.pdf",0.0,[],[],0,0.0,1,1
documents_03,documents,Где на сайте ВШЭ размещены документы и правила приема?,"Документы размещены в разделе документов и правил приема, включая правила приема и документы приемной комиссии.","Опубликованы правила приема на 2026 год 20 января университеты по всей стране опубликовали правила приема на 2026 год. Абитуриенты НИУ ВШЭ уже могут узнать ключевые детали будущей приемной кампании: какие образовательные программы доступны и какие вступительные испытания необходимо сдать, какие олимпиады и индивидуальные достижения могут помочь повысить шансы на поступление, сколько выделено бюджетных мест и о каких ключевых датах следует помнить. Отвечаем на эти вопросы и делимся основными новшествами 2026 года. П Фрагмент 5
Источник: Документы и правила приема – Абитуриентам бакалавриата – Национальный исследовательский университет «Высшая школа экономики»",0.5,['правила приема'],[],0,0.5,1,1
programs_01,programs,Какие вступительные предметы указаны для Девелопмента и городского планирования?,"Указаны математика, русский язык и один предмет на выбор: физика, история, информатика или география.","ания «Девелопмент и городское планирование» — бакалавриат по направлению подготовки 07.03.04 «Градостроительство», срок получения образования по этому стандарту при очной форме обучения составляет 5 лет. Для набора 2026 года планируется специализация на 3 курсе по следующим траекториям: - Девелопмент; - Городское планирование.
Источник: Часто задаваемые вопросы — Образовательная программа «Девелопмент и городское планирование» — Национальный исследовательский университет «Высшая школа экономики»",0.0,[],[],0,0.0,1,1
programs_02,programs,Сколько лет длится очное обучение по Девелопменту и городскому планированию?,Срок получения образования при очной форме обучения составляет 5 лет.,"ания «Девелопмент и городское планирование» — бакалавриат по направлению подготовки 07.03.04 «Градостроительство», срок получения образования по этому стандарту при очной форме обучения составляет 5 лет. Для набора 2026 года планируется специализация на 3 курсе по следующим траекториям: - Девелопмент;
Источник: Часто задаваемые вопросы — Образовательная программа «Девелопмент и городское планирование» — Национальный исследовательский университет «Высшая школа экономики»",1.0,"['очной форме', '5 лет', '5']",[],1,1.0,1,1
programs_03,programs,Какие специализации планируются на 3 курсе Девелопмента и городского планирования?,На 3 курсе планируются траектории: Девелопмент и Городское планирование.,"ания «Девелопмент и городское планирование» — бакалавриат по направлению подготовки 07.03.04 «Градостроительство», срок получения образования по этому стандарту при очной форме обучения составляет 5 лет. Для набора 2026 года планируется специализация на 3 курсе по следующим траекториям: - Девелопмент; - Городское планирование.
Источник: Часто задаваемые вопросы — Образовательная программа «Девелопмент и городское планирование» — Национальный исследовательский университет «Высшая школа экономики»",1.0,"['девелопмент', 'городское планирование', '3']",[],1,1.0,1,1
conditions_01,conditions,Сколько баллов можно получить за индивидуальные достижения?,За индивидуальные достижения можно получить до 10 баллов.,"испытания с учетом индивидуальных достижений, которая удовлетворяла бы критериям заключения договоров, которые будут утверждены и опубликованы не позднее 20 июня. Кроме этого, вам необходимо преодолеть каждый из минимумов ЕГЭ. Это дополнительные баллы, которые можно получить за разные достижения (от участия в олимпиадах до золотого значка ГТО, волонтерства или наличия звания «мастер спорта»). Суммарно за эти достижения можно получить до 10 баллов (при поступлении на целевую квоту до 15 баллов) дополнительно к сумме конкурсных баллов. Подробнее о критериях предоставления баллов за дополнительные достижения читайте здесь. Вы имеете право сдавать внутренние вступительные испытания ВШЭ. Но никт Фрагмент 2
Источник: Часто задаваемые вопросы — 2025 – Абитуриентам бакалавриата – Национальный исследовательский университет «Высшая школа экономики»",0.6666666666666666,"['до 10 баллов', '10']",[],1,0.6666666666666666,1,1
conditions_02,conditions,Можно ли подать документы с баллом ЕГЭ ниже 50?,"Нет, подать документы можно только если балл по предмету ЕГЭ 50 и выше.","Также все вопросы о поступлении, вступительным испытаниям и датам вы можете задавать Приемной комиссии по телефону +7 (495) 771 32 42, +7 (495) 916-88-44 или по электронной почте abitur@hse.ru. К сожалению, нет. Подать документы можно только в случае, если балл по предмету ЕГЭ 50 и выше. За индивидуальные достижения можно получить до 10 баллов. Подробнее здесь. Возможно, при наборе проходного балла
Источник: Часто задаваемые вопросы — Образовательная программа «Девелопмент и городское планирование» — Национальный исследовательский университет «Высшая школа экономики»",1.0,"['егэ 50', 'выше', '50']",[],1,1.0,1,1
conditions_03,conditions,Могут ли победители и призеры олимпиад поступить без вступительных испытаний?,"Да, победители и призеры Всероссийской олимпиады школьников и некоторых олимпиад из перечня могут поступить без вступительных испытаний.","Возможно, при наборе проходного балла, который устанавливается в процессе приёма документов. Статистика прошлых лет здесь, но из года в год данные меняются. При этом важно набрать не менее 50 баллов по каждому предмету ЕГЭ. Победители и призеры Всероссийской олимпиады школьников и некоторых олимпиад, входящих в Перечень олимпиад школьников, могут поступить на программу без вступительных испытаний. Также по результатам некоторых олимпиад вы можете зачесть максимальный балл за предмет. Подробнее: https://ba.hse.ru/olimpinfo. Только в том случае, если вы относитесь к одной из категорий абитуриентов, которые имеют право сдавать внутр Фрагмент 2
Источник: Часто задаваемые вопросы — Образовательная программа «Девелопмент и городское планирование» — Национальный исследовательский университет «Высшая школа экономики»",1.0,"['победители', 'призеры', 'без вступительных испытаний']",[],1,1.0,1,1
